"filename", "language", "MS SQL", "TypeScript", "JSON", "JavaScript", "Markdown", "TypeScript JSX", "XML", "JSON with Comments", "PostCSS", "comment", "blank", "total"
"/home/ashishm1/ecom-project/lib/db/schema.ts", "TypeScript", 0, 694, 0, 0, 0, 0, 0, 0, 0, 17, 124, 835
"/home/ashishm1/ecom-project/lib/helper/cart/cart.helper.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/home/ashishm1/ecom-project/lib/imagekit/imageUpload.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 17, 93
"/home/ashishm1/ecom-project/lib/loadEnv.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/home/ashishm1/ecom-project/lib/orders/confirmationemail.ts", "TypeScript", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 1, 80
"/home/ashishm1/ecom-project/lib/permissions.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/ashishm1/ecom-project/lib/queries/admin-cart.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 1, 16, 86
"/home/ashishm1/ecom-project/lib/rbac.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 9, 4, 30
"/home/ashishm1/ecom-project/lib/sendemail.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 1, 5, 40
"/home/ashishm1/ecom-project/lib/slugify.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"/home/ashishm1/ecom-project/lib/states/cart.state.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 57, 24, 136
"/home/ashishm1/ecom-project/lib/states/favorite.state.ts", "TypeScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 2, 18, 87
"/home/ashishm1/ecom-project/lib/stripe-client.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 4, 13
"/home/ashishm1/ecom-project/lib/stripe.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 9, 6, 17
"/home/ashishm1/ecom-project/lib/syncCart.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 12, 9, 40
"/home/ashishm1/ecom-project/lib/types/address.types.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/ashishm1/ecom-project/lib/types/cart.types.ts", "TypeScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 2, 10, 63
"/home/ashishm1/ecom-project/lib/types/favourites.types.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/ashishm1/ecom-project/lib/types/general.types.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/ashishm1/ecom-project/lib/types/orders.types.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 6, 47
"/home/ashishm1/ecom-project/lib/types/product.types.ts", "TypeScript", 0, 84, 0, 0, 0, 0, 0, 0, 0, 1, 12, 97
"/home/ashishm1/ecom-project/lib/utils.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/ashishm1/ecom-project/lib/validations/admin-cart.types.ts", "TypeScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 3, 13, 88
"/home/ashishm1/ecom-project/lib/validations/product-schema.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"/home/ashishm1/ecom-project/n.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3
"/home/ashishm1/ecom-project/next.config.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 2, 5, 38
"/home/ashishm1/ecom-project/package-lock.json", "JSON", 0, 0, 11174, 0, 0, 0, 0, 0, 0, 0, 1, 11175
"/home/ashishm1/ecom-project/package.json", "JSON", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 1, 82
"/home/ashishm1/ecom-project/postcss.config.mjs", "JavaScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"/home/ashishm1/ecom-project/public/Tech Bar (10).svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"/home/ashishm1/ecom-project/public/Tech Bar (11).svg", "XML", 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 1, 57
"/home/ashishm1/ecom-project/public/Tech Bar (12).svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"/home/ashishm1/ecom-project/public/Tech Bar (4).svg", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"/home/ashishm1/ecom-project/public/Tech Bar (7).svg", "XML", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"/home/ashishm1/ecom-project/public/Techbar.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"/home/ashishm1/ecom-project/public/apple.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/ashishm1/ecom-project/public/cartempty.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/ashishm1/ecom-project/public/file.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/ashishm1/ecom-project/public/globe.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/ashishm1/ecom-project/public/google.svg", "XML", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
